Stn_Name,Tm,Tx,Tn,S,P,CDD,Year,Month,Fires_Ontario_Total
PETERBOROUGH TRENT U,21.8,34.6,8.6,,60.8,110.6,2016,August,113.0
SONYA SUNDANCE MEADOWS,,,,0.0,126.2,,2016,August,113.0
TAPLEY,,,,0.0,49.2,,2016,August,113.0
BANCROFT AUTO,19.5,33.3,5.9,,197.2,59.3,2016,August,113.0
BIG TROUT LAKE READAC,15.2,28.1,3.7,,70.0,14.5,2002,August,212.0
EAR FALLS (AUT),17.6,28.1,7.0,,129.4,24.0,2002,August,212.0
LANSDOWNE HOUSE (AUT),15.4,27.2,3.3,,130.6,12.7,2002,August,212.0
PEAWANUCK (AUT),13.3,28.6,2.2,,,8.3,2002,August,212.0
PICKLE LAKE A,16.8,28.1,6.2,0.0,163.2,19.6,2002,August,212.0
RED LAKE A,16.9,28.2,5.5,0.0,75.7,20.7,2002,August,212.0
ATIKOKAN MARMION,18.6,31.5,4.5,0.0,135.7,39.2,2002,August,212.0
BARWICK,18.5,31.0,4.0,0.0,84.4,40.7,2002,August,212.0
ATIKOKAN (AUT),17.8,31.2,5.3,,163.8,28.2,2002,August,212.0
FORT FRANCES A,18.3,31.0,4.0,0.0,116.3,36.2,2002,August,212.0
MINE CENTRE,18.2,31.0,4.5,0.0,115.2,32.0,2002,August,212.0
RAINY RIVER,18.9,31.0,8.0,0.0,129.9,47.2,2002,August,212.0
STRATTON ROMYN,,,,0.0,124.4,,2002,August,212.0
EMO RADBOURNE,17.8,32.0,3.0,0.0,109.0,30.5,2002,August,212.0
DRYDEN A,18.1,30.6,9.2,0.0,89.5,32.2,2002,August,212.0
DRYDEN 'A' (AUT),18.1,30.6,8.6,,78.0,32.6,2002,August,212.0
KENORA A,18.8,30.5,10.6,0.0,87.0,44.2,2002,August,212.0
RAWSON LAKE,18.0,32.0,7.5,0.0,126.9,27.9,2002,August,212.0
SIOUX LOOKOUT A,18.1,32.0,7.9,0.0,92.7,32.7,2002,August,212.0
ARMSTRONG (AUT),15.7,31.0,3.0,,97.4,8.1,2002,August,212.0
CAMERON FALLS (AUT),17.0,27.9,5.0,,74.6,12.7,2002,August,212.0
CARIBOU ISLAND (AUT),14.7,17.2,12.1,,12.0,0.0,2002,August,212.0
GERALDTON A,16.7,29.7,3.6,0.0,72.4,13.3,2002,August,212.0
FLINT,16.7,31.0,1.0,0.0,59.1,19.5,2002,August,212.0
PUKASKWA (AUT),16.3,25.3,5.7,,55.0,6.5,2002,August,212.0
PUKASKWA NATL PARK,16.5,25.3,5.7,,26.0,8.5,2002,August,212.0
TERRACE BAY A,15.3,25.8,3.0,0.0,55.6,3.6,2002,August,212.0
THUNDER BAY A,16.9,30.1,4.4,0.0,67.0,15.5,2002,August,212.0
THUNDER BAY AWOS,16.9,30.1,4.4,,68.0,15.5,2002,August,212.0
TRANQUILLO RIDGE,17.3,29.8,4.2,0.0,68.0,23.5,2002,August,212.0
UPSALA (AUT),,,,,35.4,,2002,August,212.0
WELCOME ISLAND (AUT),16.6,25.3,0.0,,,12.7,2002,August,212.0
WHITEFISH LAKE,16.6,30.0,2.5,0.0,55.0,17.2,2002,August,212.0
KATATOTA ISLAND (AUT),18.1,27.2,9.4,,79.0,24.2,2002,August,212.0
ELLIOT LAKE A,18.0,28.5,7.2,0.0,57.0,30.7,2002,August,212.0
SAULT STE MARIE 2,19.0,29.5,9.0,0.0,97.2,48.3,2002,August,212.0
SAULT STE MARIE A,18.1,28.7,6.7,,90.9,33.3,2002,August,212.0
WAWA A,16.3,27.3,5.2,0.0,49.0,16.3,2002,August,212.0
KILLARNEY (AUT),19.3,25.2,11.4,,,47.7,2002,August,212.0
CHAPLEAU A,16.6,28.9,4.8,0.0,72.0,17.5,2002,August,212.0
CONISTON STP,18.9,31.0,6.0,0.0,37.4,41.0,2002,August,212.0
MASSEY,18.5,30.5,5.5,0.0,52.8,44.8,2002,August,212.0
MONETVILLE,18.8,30.0,3.5,0.0,47.8,53.5,2002,August,212.0
SUDBURY A,18.9,31.2,7.3,0.0,34.4,49.4,2002,August,212.0
BONNER LAKE,17.3,32.0,3.0,0.0,55.0,26.9,2002,August,212.0
EARLTON AWOS,17.7,31.0,2.3,,26.0,39.3,2002,August,212.0
EARLTON A,18.3,32.2,2.9,0.0,25.8,48.3,2002,August,212.0
KAPUSKASING A,17.3,31.1,1.0,0.0,57.9,31.4,2002,August,212.0
KAPUSKASING CDA ON,17.3,30.5,1.2,,55.0,28.7,2002,August,212.0
KIRKLAND LAKE CS,17.9,29.9,5.3,,23.6,40.0,2002,August,212.0
MOOSONEE UA,16.4,30.5,1.5,0.0,58.6,28.6,2002,August,212.0
MOOSONEE A,16.2,30.4,1.1,,67.0,30.0,2002,August,212.0
NAGAGAMI (AUT),18.0,29.9,4.5,,,23.5,2002,August,212.0
TIMMINS VICTOR POWER A,17.0,31.1,0.5,0.0,36.8,29.9,2002,August,212.0
DWIGHT,17.7,29.0,6.0,0.0,73.0,36.4,2002,August,212.0
FRENCH R CHAUDIERE DAM,19.6,32.0,4.0,0.0,30.2,50.0,2002,August,212.0
NORTH BAY A,19.3,30.4,7.9,0.0,43.2,62.6,2002,August,212.0
STURGEON FALLS,,,,0.0,33.4,,2002,August,212.0
GORE BAY A,19.0,27.9,8.6,,87.0,45.0,2002,August,212.0
GREAT DUCK ISLAND (AUT),19.0,24.0,12.0,,0.0,39.9,2002,August,212.0
SANDFIELD,18.6,28.0,8.0,0.0,93.0,39.1,2002,August,212.0
APPLETON,20.6,33.5,8.0,0.0,45.2,94.5,2002,August,212.0
AVONMORE,20.2,34.0,6.0,0.0,39.0,85.1,2002,August,212.0
BROCKVILLE PCC,22.1,33.0,11.0,0.0,25.4,129.9,2002,August,212.0
CHALK RIVER AECL,20.3,33.0,7.5,0.0,54.1,84.7,2002,August,212.0
COMBERMERE,19.4,32.0,7.0,0.0,64.8,64.1,2002,August,212.0
CORNWALL,22.3,36.0,10.0,0.0,22.5,137.3,2002,August,212.0
DALHOUSIE MILLS,20.3,35.0,6.5,0.0,41.2,88.0,2002,August,212.0
DRUMMOND CENTRE,20.2,33.5,7.5,0.0,46.2,83.9,2002,August,212.0
GRENADIER ISLAND,22.3,34.1,11.4,,36.8,134.0,2002,August,212.0
HARTINGTON IHD,21.1,34.5,10.0,0.0,53.8,104.1,2002,August,212.0
KEMPTVILLE CS,20.6,34.4,7.7,,45.0,95.4,2002,August,212.0
KINGSTON PUMPING STATION,21.7,33.0,11.0,0.0,31.5,116.3,2002,August,212.0
LYNDHURST SHAWMERE,21.2,34.0,9.0,0.0,20.9,105.6,2002,August,212.0
MORRISBURG,20.7,34.0,7.0,0.0,40.4,96.0,2002,August,212.0
NORTH GOWER,20.0,33.0,6.0,0.0,43.9,86.9,2002,August,212.0
OAK VALLEY,20.3,34.0,7.0,0.0,41.9,88.0,2002,August,212.0
OMPAH,18.8,32.0,5.5,0.0,42.6,58.5,2002,August,212.0
OMPAH-SEITZ,20.4,33.0,7.0,0.0,35.6,89.9,2002,August,212.0
OTTAWA CDA,21.2,34.8,9.8,0.0,43.2,106.0,2002,August,212.0
OTTAWA CDA RCS,20.7,34.8,9.8,,39.6,83.5,2002,August,212.0
OTTAWA MACDONALD-CARTIER INT'L  A,21.2,35.2,10.4,0.0,39.4,106.5,2002,August,212.0
PEMBROKE SE,20.4,36.0,5.0,0.0,22.0,82.6,2002,August,212.0
PETAWAWA A,19.0,35.0,3.4,,50.0,62.1,2002,August,212.0
RUSSELL,20.2,34.0,6.5,0.0,41.2,85.8,2002,August,212.0
ST. ALBERT,20.1,34.0,6.5,0.0,48.2,82.2,2002,August,212.0
PETAWAWA HOFFMAN,20.5,35.5,5.5,0.0,61.0,92.5,2002,August,212.0
ALLISTON NELSON,21.2,35.0,7.5,0.0,46.2,106.2,2002,August,212.0
BARRIE (AUT),19.6,33.9,9.5,,90.8,65.5,2002,August,212.0
BARRIE WPCC,21.3,35.0,11.0,0.0,83.4,105.1,2002,August,212.0
BEATRICE 2,18.2,32.0,4.0,0.0,94.8,44.6,2002,August,212.0
BEAUSOLEIL,20.8,34.7,10.7,,205.0,91.7,2002,August,212.0
CHATSWORTH,19.3,33.5,6.0,0.0,86.0,65.3,2002,August,212.0
COLDWATER WARMINSTER,21.3,33.0,10.0,0.0,65.2,78.1,2002,August,212.0
COLLINGWOOD,21.1,33.5,9.1,,58.6,102.4,2002,August,212.0
COOKSTOWN,19.7,34.0,7.0,0.0,44.0,66.9,2002,August,212.0
DUNCHURCH,18.9,31.5,5.0,0.0,51.2,58.9,2002,August,212.0
DURHAM,20.2,32.5,8.0,0.0,63.2,78.3,2002,August,212.0
HANOVER,19.6,33.0,5.5,0.0,46.5,69.4,2002,August,212.0
HONEY HBR BEAUSOLEIL,20.8,34.7,10.7,,68.7,91.7,2002,August,212.0
HUNTSVILLE WPCP,19.0,32.0,6.0,0.0,76.4,44.2,2002,August,212.0
LAGOON CITY,20.1,30.2,9.8,,57.4,75.0,2002,August,212.0
MIDLAND WATER POLLUTION CONTROL PLANT,21.6,33.5,11.5,0.0,62.7,85.0,2002,August,212.0
MIDLAND HURONIA A,20.0,33.0,9.0,0.0,72.9,75.4,2002,August,212.0
MUSKOKA A,18.7,32.0,7.1,0.0,85.2,46.8,2002,August,212.0
ORILLIA BRAIN,20.5,33.0,10.0,0.0,98.8,86.2,2002,August,212.0
OWEN SOUND MOE,20.4,32.5,9.5,0.0,42.7,82.2,2002,August,212.0
PARRY SOUND HARBOUR,20.0,32.5,7.5,0.0,61.0,74.1,2002,August,212.0
PORT LAW,18.2,32.0,5.0,0.0,65.6,44.0,2002,August,212.0
POWASSAN,18.1,30.5,4.5,0.0,65.0,46.0,2002,August,212.0
PRICEVILLE,,,,0.0,74.0,,2002,August,212.0
ROCKLYN,19.6,33.0,7.5,0.0,78.9,64.1,2002,August,212.0
SHANTY BAY,20.0,34.0,8.5,0.0,104.2,76.3,2002,August,212.0
TROUT CREEK,,,,0.0,56.6,,2002,August,212.0
UDORA,19.7,33.0,8.0,0.0,55.4,70.1,2002,August,212.0
WALTERS FALLS,20.4,34.5,8.5,0.0,35.8,86.7,2002,August,212.0
WIARTON A,19.1,32.0,8.2,0.0,56.1,55.8,2002,August,212.0
WILDER LAKE,19.5,32.0,6.0,0.0,64.4,65.3,2002,August,212.0
WESTERN ISLAND (AUT),19.1,27.1,0.0,,,56.6,2002,August,212.0
EGBERT CS,19.4,34.0,7.7,,39.2,63.9,2002,August,212.0
THORNBURY SLAMA,21.1,35.0,8.5,0.0,35.6,103.4,2002,August,212.0
EGBERT CARE,19.9,34.0,7.5,0.0,43.8,78.6,2002,August,212.0
BLYTH,20.9,32.5,9.0,0.0,39.0,99.7,2002,August,212.0
CYPRUS LAKE CS,19.1,29.9,6.5,,102.0,53.5,2002,August,212.0
COVE ISLAND (AUT),19.6,24.8,14.1,,3.0,36.1,2002,August,212.0
EXETER,21.3,32.0,11.0,0.0,17.4,107.4,2002,August,212.0
GODERICH,19.8,30.7,9.6,,41.8,71.1,2002,August,212.0
NAIRN,20.0,32.0,7.0,0.0,6.6,75.6,2002,August,212.0
KINCARDINE,19.5,30.5,7.0,0.0,41.8,68.1,2002,August,212.0
PETROLIA TOWN,21.9,33.5,10.5,0.0,21.4,125.0,2002,August,212.0
PORT ELGIN,19.8,32.0,8.5,0.0,41.5,71.8,2002,August,212.0
SARNIA AIRPORT,20.7,32.5,9.8,0.0,9.4,91.0,2002,August,212.0
TARA,19.6,33.0,6.5,0.0,56.5,69.1,2002,August,212.0
WROXETER,,,,0.0,50.0,,2002,August,212.0
THEDFORD,21.0,34.0,9.0,0.0,12.0,107.0,2002,August,212.0
AMHERSTBURG,22.9,33.5,12.0,0.0,28.0,151.9,2002,August,212.0
AYLMER,21.9,33.5,11.5,0.0,15.6,121.8,2002,August,212.0
BELLE RIVER,23.1,33.7,14.7,,,156.8,2002,August,212.0
CHATHAM WPCP,22.7,33.0,11.0,0.0,23.0,147.2,2002,August,212.0
DELHI CS,21.4,33.6,9.3,,46.2,108.9,2002,August,212.0
FORT ERIE,21.8,32.5,9.5,0.0,46.4,119.9,2002,August,212.0
HAGERSVILLE,21.6,33.5,10.0,0.0,25.0,112.6,2002,August,212.0
HARROW CDA AUTO,22.2,32.4,10.5,,19.8,130.8,2002,August,212.0
KINGSVILLE MOE,22.9,31.0,12.0,0.0,25.0,151.7,2002,August,212.0
LONG POINT (AUT),22.6,28.6,15.2,,,141.4,2002,August,212.0
NEW GLASGOW,21.2,31.0,10.0,0.0,21.0,102.9,2002,August,212.0
NIAGARA FALLS NPCSH,22.8,34.0,12.0,0.0,24.3,148.2,2002,August,212.0
PORT COLBORNE,22.6,32.5,13.0,0.0,50.4,144.0,2002,August,212.0
PORT WELLER (AUT),23.0,33.6,14.8,,27.4,155.0,2002,August,212.0
RIDGETOWN AUTOMATIC CLIMATE STATION,21.5,33.1,7.3,,20.8,113.4,2002,August,212.0
RIDGEVILLE,22.4,33.5,12.0,0.0,28.0,136.1,2002,August,212.0
ST CATHARINES POWER GLEN,22.4,33.0,9.5,0.0,19.0,135.9,2002,August,212.0
ST THOMAS WPCP,21.7,33.0,9.5,0.0,12.2,115.3,2002,August,212.0
SOUTHEAST SHOAL (AUT),,,18.3,,0.0,,2002,August,212.0
THOROLD,22.6,34.0,11.5,0.0,29.0,141.7,2002,August,212.0
TILLSONBURG NORTH,22.1,34.0,10.0,0.0,11.5,127.8,2002,August,212.0
TILLSONBURG MOE,,,,0.0,13.9,,2002,August,212.0
VINELAND,23.3,34.0,12.5,0.0,22.2,164.6,2002,August,212.0
VINELAND STATION RCS,22.2,34.8,11.4,,21.4,130.8,2002,August,212.0
WATERFORD,,,,0.0,41.6,,2002,August,212.0
WELLAND,22.6,33.0,11.0,0.0,24.5,141.6,2002,August,212.0
WINDSOR RIVERSIDE,23.4,35.0,12.5,0.0,23.4,168.3,2002,August,212.0
WINDSOR A,22.8,33.4,13.3,0.0,20.4,149.2,2002,August,212.0
PORT COLBORNE (AUT),21.8,28.4,14.1,,,113.8,2002,August,212.0
ERIEAU (AUT),22.4,28.1,14.1,,,135.3,2002,August,212.0
POINT PELEE CS,22.6,32.8,10.7,,39.2,141.7,2002,August,212.0
BRANTFORD MOE,20.9,33.0,9.5,0.0,15.6,93.0,2002,August,212.0
CULLODEN EASEY,21.2,33.0,10.0,0.0,10.6,104.5,2002,August,212.0
DORCHESTER,,,,0.0,8.3,,2002,August,212.0
EMBRO INNES,,,,0.0,20.2,,2002,August,212.0
FERGUS SHAND DAM,20.1,31.5,9.5,0.0,30.0,76.6,2002,August,212.0
FERGUS MOE,19.9,32.0,9.0,0.0,32.7,71.9,2002,August,212.0
FOLDENS,21.3,32.5,9.0,0.0,22.0,104.7,2002,August,212.0
GLEN ALLAN,20.0,31.0,9.0,0.0,42.0,73.4,2002,August,212.0
GUELPH TURFGRASS CS,19.4,32.3,6.6,,12.0,66.5,2002,August,212.0
LONDON INT'L AIRPORT,21.0,33.6,10.3,0.0,11.2,97.1,2002,August,212.0
MOUNT FOREST,19.2,31.0,5.5,0.0,41.8,60.9,2002,August,212.0
MOUNT FOREST (AUT),18.6,30.1,6.4,,0.0,44.6,2002,August,212.0
ROSEVILLE,20.2,32.0,8.0,0.0,8.9,75.8,2002,August,212.0
RUSKVIEW,19.9,32.5,9.0,0.0,63.2,78.2,2002,August,212.0
SALEM,19.4,31.0,8.0,0.0,35.1,61.2,2002,August,212.0
SCOTLAND,21.0,33.0,8.5,0.0,13.8,98.1,2002,August,212.0
STRATFORD MOE,20.6,33.0,10.0,0.0,36.5,89.4,2002,August,212.0
STRATHROY-MULLIFARRY,21.3,33.5,9.0,0.0,5.2,109.3,2002,August,212.0
WATERLOO WELLINGTON A,20.0,32.9,9.1,0.0,10.7,72.3,2002,August,212.0
WOODSTOCK,20.7,33.5,9.5,0.0,9.3,90.0,2002,August,212.0
ELORA AUTOMATIC CLIMATE STATION,19.9,33.3,8.7,,34.4,73.6,2002,August,212.0
ALBERTON,20.5,34.0,8.0,0.0,43.4,87.1,2002,August,212.0
BELLEVILLE,21.9,31.5,6.5,0.0,43.5,124.3,2002,August,212.0
BLACKSTOCK,20.1,31.0,8.5,0.0,23.4,75.1,2002,August,212.0
BLOOMFIELD,,,,0.0,56.0,,2002,August,212.0
BURLINGTON PIERS (AUT),22.4,33.1,14.5,,,134.9,2002,August,212.0
CALEDON NORTH,,,,0.0,27.8,,2002,August,212.0
CENTREVILLE,21.3,33.5,9.5,0.0,53.6,104.9,2002,August,212.0
COBOURG (AUT),20.1,28.7,12.4,,25.4,68.4,2002,August,212.0
COBOURG STP,20.7,30.0,11.0,0.0,35.0,85.8,2002,August,212.0
FRENCHMANS BAY,,,,0.0,27.4,,2002,August,212.0
GEORGETOWN WWTP,20.4,34.0,6.0,0.0,9.7,84.7,2002,August,212.0
GLEN HAFFY MONO MILLS,,,,0.0,38.2,,2002,August,212.0
HAMILTON A,20.9,32.6,10.7,0.0,37.8,94.4,2002,August,212.0
HAMILTON RBG CS,22.0,34.2,9.7,,14.4,126.1,2002,August,212.0
JANETVILLE,19.9,32.0,7.0,0.0,45.0,76.6,2002,August,212.0
KALADAR,20.6,33.0,9.5,0.0,30.8,88.7,2002,August,212.0
KING SMOKE TREE,20.6,32.5,9.0,0.0,17.6,93.3,2002,August,212.0
MADOC,20.7,32.0,9.0,0.0,45.2,73.3,2002,August,212.0
MARSH HILL,20.4,33.5,9.0,0.0,27.8,86.2,2002,August,212.0
MILLGROVE,21.2,33.5,9.0,0.0,29.8,103.5,2002,August,212.0
ORANGEVILLE MOE,19.5,32.5,7.0,0.0,35.0,66.8,2002,August,212.0
WHITBY MUELLER,21.2,31.0,10.0,0.0,25.0,103.3,2002,August,212.0
OSHAWA WPCP,21.1,30.0,10.5,0.0,19.0,99.5,2002,August,212.0
OAKVILLE GERARD,22.7,35.5,12.0,0.0,18.1,144.7,2002,August,212.0
POINT PETRE (AUT),21.1,32.3,10.2,,17.6,98.6,2002,August,212.0
PONTYPOOL,20.0,30.5,7.5,0.0,24.6,76.1,2002,August,212.0
PORT PERRY NONQUON,19.6,32.5,6.0,0.0,29.6,68.1,2002,August,212.0
RICHMOND HILL,21.5,34.0,11.0,0.0,32.0,113.0,2002,August,212.0
SANDHILL,,,,0.0,19.8,,2002,August,212.0
SANDFORD SOLETUDE,19.5,33.5,5.0,0.0,28.5,70.5,2002,August,212.0
STIRLING,,,,0.0,94.0,,2002,August,212.0
THORNHILL GRANDVIEW,,,,0.0,15.0,,2002,August,212.0
TORONTO,22.9,34.2,13.7,0.0,16.0,152.8,2002,August,212.0
TORONTO CITY,22.8,34.5,13.8,,15.2,149.8,2002,August,212.0
TORONTO ISLAND A,21.7,31.1,13.9,,8.5,115.6,2002,August,212.0
TORONTO LESTER B. PEARSON INT'L A,22.6,35.0,12.5,0.0,11.6,142.7,2002,August,212.0
TRENTON A,20.8,31.7,10.1,0.0,42.8,92.2,2002,August,212.0
WOODBRIDGE,22.5,34.5,12.0,0.0,14.6,99.8,2002,August,212.0
WOOLER,20.2,31.5,7.0,0.0,98.8,77.2,2002,August,212.0
MOUNTAINVIEW,21.3,33.5,10.5,0.0,33.0,103.2,2002,August,212.0
TORONTO BUTTONVILLE A,21.2,35.0,10.4,0.0,33.0,104.6,2002,August,212.0
NEWMARKET 3,,,,0.0,14.2,,2002,August,212.0
TORONTO NORTH YORK,21.9,34.5,10.0,0.0,12.8,123.5,2002,August,212.0
HALIBURTON 3,18.9,32.0,4.5,0.0,93.2,55.0,2002,August,212.0
HARTLEY,19.7,33.0,7.0,0.0,75.8,73.3,2002,August,212.0
LINDSAY FROST,19.5,31.5,8.0,0.0,76.2,66.5,2002,August,212.0
MINDEN,19.1,32.0,5.0,0.0,82.6,54.9,2002,August,212.0
PETERBOROUGH A,19.3,32.0,6.9,0.0,31.8,56.3,2002,August,212.0
PETERBOROUGH TRENT U,19.9,32.5,8.0,0.0,47.6,71.0,2002,August,212.0
SONYA SUNDANCE MEADOWS,,,,0.0,50.4,,2002,August,212.0
BANCROFT AUTO,17.5,31.5,1.5,,44.0,36.0,2002,August,212.0
WARSAW,,,,0.0,114.4,,2002,August,212.0
BIG TROUT LAKE A,15.3,29.2,4.5,,104.3,15.0,2014,August,77.0
BIG TROUT LAKE,14.9,29.2,4.0,,70.4,13.8,2014,August,77.0
EAR FALLS (AUT),17.5,28.2,6.5,,63.1,27.1,2014,August,77.0
FORT SEVERN A,12.9,31.4,3.5,,82.7,9.3,2014,August,77.0
LANSDOWNE HOUSE (AUT),15.3,27.8,1.7,,115.8,16.5,2014,August,77.0
MUSKRAT DAM,14.5,27.6,3.7,,91.0,10.6,2014,August,77.0
PEAWANUCK (AUT),13.4,30.4,-0.1,,102.3,12.1,2014,August,77.0
PICKLE LAKE (AUT),16.8,30.1,4.4,,52.5,24.8,2014,August,77.0
PICKLE LAKE A,17.0,30.4,4.0,,,28.7,2014,August,77.0
RED LAKE A,17.0,29.5,2.5,,,24.1,2014,August,77.0
SANDY LAKE A,17.3,29.6,4.2,,45.9,15.9,2014,August,77.0
BARWICK,17.3,27.0,4.0,0.0,33.5,14.0,2014,August,77.0
ATIKOKAN (AUT),16.4,28.6,3.3,,26.2,10.9,2014,August,77.0
FORT FRANCES RCS,17.0,29.8,2.5,,29.6,17.4,2014,August,77.0
MINE CENTRE SOUTHWEST,17.0,29.0,4.0,0.0,67.6,13.9,2014,August,77.0
DRYDEN REGIONAL,17.6,29.0,7.8,,34.5,26.0,2014,August,77.0
KENORA RCS,18.4,28.5,8.8,,62.3,42.6,2014,August,77.0
KENORA A,18.5,28.1,8.8,0.0,77.0,43.3,2014,August,77.0
RAWSON LAKE,19.1,30.0,9.5,0.0,37.7,32.2,2014,August,77.0
SIOUX LOOKOUT A,16.3,29.0,2.4,0.0,32.8,14.0,2014,August,77.0
ARMSTRONG (AUT),15.0,29.5,-0.6,,38.4,9.5,2014,August,77.0
CAMERON FALLS (AUT),16.0,28.4,4.4,,61.8,12.6,2014,August,77.0
CARIBOU ISLAND (AUT),12.1,19.5,6.1,,,0.0,2014,August,77.0
GERALDTON A,15.9,29.1,2.0,0.0,26.0,16.2,2014,August,77.0
PUKASKWA (AUT),14.5,24.0,3.7,,91.3,3.6,2014,August,77.0
THUNDER BAY,16.5,29.1,3.7,,75.4,13.1,2014,August,77.0
THUNDER BAY BURWOOD,17.1,29.5,4.0,0.0,83.5,10.4,2014,August,77.0
THUNDER BAY CS,16.2,28.8,3.1,,59.3,10.1,2014,August,77.0
UPSALA (AUT),15.3,27.5,1.2,,34.4,10.4,2014,August,77.0
WELCOME ISLAND (AUT),16.8,24.4,10.4,,,6.6,2014,August,77.0
LITTLE FLATLAND ISLAND (AUT),17.5,28.6,8.7,,29.9,19.6,2014,August,77.0
LAKE SUPERIOR PROVINCIAL PARK,15.0,27.4,2.4,,47.9,6.6,2014,August,77.0
SAULT STE MARIE A,16.4,29.0,5.5,0.0,71.2,13.5,2014,August,77.0
WAWA A,14.9,26.2,4.1,0.0,32.0,6.6,2014,August,77.0
KILLARNEY (AUT),17.7,24.9,9.8,,,22.2,2014,August,77.0
CHAPLEAU A,15.4,28.1,4.9,0.0,128.8,9.6,2014,August,77.0
MASSEY,17.7,29.0,5.5,0.0,200.6,29.9,2014,August,77.0
SUDBURY CLIMATE,16.7,28.3,4.9,,166.8,17.6,2014,August,77.0
SUDBURY A,16.8,28.8,5.7,0.0,177.5,21.4,2014,August,77.0
BONNER LAKE,16.3,30.5,5.0,0.0,114.1,20.0,2014,August,77.0
EARLTON A,16.2,28.7,4.3,,161.1,11.9,2014,August,77.0
EARLTON CLIMATE,16.2,28.6,4.3,,169.4,12.3,2014,August,77.0
KAPUSKASING A,15.9,29.1,3.7,0.0,98.8,17.1,2014,August,77.0
KAPUSKASING CDA ON,15.8,29.3,3.8,,94.8,17.3,2014,August,77.0
KIRKLAND LAKE CS,16.4,30.1,4.3,,136.3,19.9,2014,August,77.0
MOOSONEE,15.3,30.2,1.6,,0.8,14.4,2014,August,77.0
MOOSONEE UA,15.5,30.5,2.0,0.0,56.8,12.1,2014,August,77.0
MOOSONEE RCS,15.5,30.4,2.7,,63.4,15.2,2014,August,77.0
NAGAGAMI (AUT),15.8,30.1,6.5,,21.6,6.9,2014,August,77.0
TIMMINS CLIMATE,15.5,29.3,1.9,,99.0,15.7,2014,August,77.0
TIMMINS A,15.4,29.6,1.9,,,15.4,2014,August,77.0
ALGONQUIN PARK EAST GATE,16.3,28.6,4.3,,82.5,11.2,2014,August,77.0
NORTH BAY A,16.6,28.3,5.5,,,16.4,2014,August,77.0
GORE BAY CLIMATE,17.9,28.2,8.3,,111.3,26.3,2014,August,77.0
GREAT DUCK ISLAND (AUT),17.3,24.7,10.0,,,18.6,2014,August,77.0
SANDFIELD,17.8,26.0,9.0,0.0,120.2,25.8,2014,August,77.0
APPLETON,18.8,29.5,7.0,0.0,124.4,47.8,2014,August,77.0
BROCKVILLE CLIMATE,18.3,28.8,7.9,,111.9,35.6,2014,August,77.0
BROCKVILLE PCC,18.6,27.5,8.5,0.0,91.0,40.8,2014,August,77.0
CHALK RIVER AECL,18.1,29.0,8.5,0.0,59.0,23.5,2014,August,77.0
CORNWALL,20.2,30.0,11.0,0.0,135.0,79.8,2014,August,77.0
DRUMMOND CENTRE,18.6,28.5,7.0,0.0,129.4,39.0,2014,August,77.0
HARTINGTON IHD,19.1,28.0,9.0,0.0,144.1,52.0,2014,August,77.0
KEMPTVILLE CS,18.6,29.5,7.5,,166.8,42.3,2014,August,77.0
KINGSTON CLIMATE,18.8,27.1,8.4,,78.6,43.0,2014,August,77.0
LYNDHURST SHAWMERE,19.6,29.5,10.0,0.0,139.6,63.0,2014,August,77.0
OTTAWA CDA,19.2,29.5,8.1,0.0,104.3,57.2,2014,August,77.0
OTTAWA CDA RCS,19.1,29.5,8.0,,101.7,49.7,2014,August,77.0
OTTAWA INTL A,19.1,30.1,7.8,0.0,113.8,55.8,2014,August,77.0
PEMBROKE CLIMATE,17.8,30.2,6.1,,45.3,30.9,2014,August,77.0
PETAWAWA AWOS 2,17.9,30.3,6.7,,71.5,35.4,2014,August,77.0
ST. ALBERT,19.0,29.5,5.0,0.0,109.4,53.0,2014,August,77.0
PETAWAWA HOFFMAN,18.6,29.0,8.0,0.0,95.2,43.7,2014,August,77.0
BALACLAVA,,,,0.0,64.2,,2014,August,77.0
BALDWIN,18.5,31.0,5.0,0.0,61.2,43.7,2014,August,77.0
BARRIE LANDFILL,18.4,30.0,9.5,0.0,149.7,25.0,2014,August,77.0
BEATRICE CLIMATE,16.8,27.5,4.9,,109.9,17.4,2014,August,77.0
COLDWATER WARMINSTER,18.7,30.5,9.0,0.0,123.4,51.3,2014,August,77.0
COLLINGWOOD,18.7,30.9,10.0,,61.1,45.9,2014,August,77.0
LAGOON CITY,18.5,28.0,9.0,,,40.7,2014,August,77.0
MARKDALE,17.6,29.0,5.5,0.0,76.0,25.1,2014,August,77.0
MIDLAND WATER POLLUTION CONTROL PLANT,19.0,29.0,11.0,0.0,107.6,32.6,2014,August,77.0
MUSKOKA,17.3,29.6,5.3,,82.3,24.4,2014,August,77.0
NIPISSING,,,,0.0,34.6,,2014,August,77.0
ORILLIA BRAIN,18.3,29.5,9.0,0.0,79.6,29.0,2014,August,77.0
PARRY SOUND CCG,18.5,29.3,9.2,,58.8,43.7,2014,August,77.0
RAVENSCLIFFE,17.9,29.5,5.5,0.0,170.6,37.1,2014,August,77.0
SHANTY BAY,18.8,30.5,8.5,0.0,104.3,48.9,2014,August,77.0
BARRIE-ORO,17.5,30.0,6.9,,115.7,26.3,2014,August,77.0
SPRUCEDALE,,,,0.0,144.0,,2014,August,77.0
