Stn_Name,Tm,Tx,Tn,S,P,CDD,Year,Month
PUKASKWA (AUT),17.2,28.5,7.8,,33.2,13.0,2011,August
STURGEON RIVER,18.9,31.5,8.5,0.0,45.8,47.6,2011,August
THUNDER BAY AWOS,18.4,30.9,5.1,,44.5,35.7,2011,August
THUNDER BAY BURWOOD,19.2,31.0,7.0,0.0,28.9,34.9,2011,August
THUNDER BAY CS,18.3,30.7,5.0,,39.5,32.5,2011,August
UPSALA (AUT),16.9,29.3,3.5,,78.1,16.9,2011,August
WELCOME ISLAND (AUT),18.4,26.2,11.3,,19.4,25.2,2011,August
LITTLE FLATLAND ISLAND (AUT),,,13.6,,44.6,,2011,August
ELLIOT LAKE A,19.1,31.0,9.3,0.0,97.6,46.0,2011,August
SAULT STE MARIE A,18.4,30.5,6.7,,71.8,35.4,2011,August
WAWA A,16.4,27.5,5.4,0.0,100.0,11.9,2011,August
CHAPLEAU A,17.3,29.6,5.9,0.0,41.0,25.7,2011,August
MASSEY,18.3,29.5,5.0,0.0,73.6,33.0,2011,August
MONETVILLE,19.0,31.5,6.0,0.0,94.6,31.4,2011,August
SUDBURY CLIMATE,17.3,28.0,5.5,,18.3,8.6,2011,August
SUDBURY A,19.1,30.2,8.8,0.0,66.3,49.8,2011,August
BONNER LAKE,16.7,32.5,2.5,0.0,67.7,19.8,2011,August
CONNAUGHT,,,,0.0,38.4,,2011,August
EARLTON AWOS,16.9,30.6,1.4,,62.0,20.1,2011,August
EARLTON CLIMATE,17.1,30.9,4.5,,69.7,21.9,2011,August
KAPUSKASING A,17.0,30.7,3.7,0.0,91.0,26.5,2011,August
KAPUSKASING CDA ON,16.7,30.7,3.5,,71.6,23.5,2011,August
KIRKLAND LAKE CS,17.4,31.4,5.7,,56.7,25.3,2011,August
MOOSONEE,16.4,31.4,2.6,,58.0,21.1,2011,August
MOOSONEE UA,16.6,32.0,2.0,0.0,43.6,20.4,2011,August
MOOSONEE RCS,16.5,32.0,2.7,,62.0,21.5,2011,August
NAGAGAMI (AUT),16.6,30.5,2.0,,64.2,21.5,2011,August
TIMMINS CLIMATE,15.9,30.6,1.2,,9.0,14.0,2011,August
TIMMINS VICTOR POWER A,17.0,31.2,2.7,,,23.3,2011,August
ALGONQUIN PARK EAST GATE,17.1,29.2,4.2,,37.7,14.0,2011,August
NORTH BAY A,18.9,29.1,9.2,0.0,50.0,45.9,2011,August
GORE BAY CLIMATE,19.4,30.3,9.6,,63.8,50.8,2011,August
GREAT DUCK ISLAND (AUT),19.2,26.1,12.3,,,37.7,2011,August
SANDFIELD,18.9,29.0,9.0,0.0,83.0,38.1,2011,August
APPLETON,20.2,30.5,10.0,0.0,32.2,71.3,2011,August
BROCKVILLE CLIMATE,19.4,30.3,9.5,,180.5,52.3,2011,August
BROCKVILLE PCC,20.9,30.0,11.0,0.0,126.5,92.1,2011,August
CHALK RIVER AECL,19.8,31.0,9.0,0.0,54.8,44.4,2011,August
CORNWALL,21.6,32.0,12.5,0.0,109.1,102.0,2011,August
DRUMMOND CENTRE,20.2,31.0,8.5,0.0,39.0,71.7,2011,August
HARTINGTON IHD,19.6,29.0,9.0,0.0,54.4,59.8,2011,August
KEMPTVILLE CS,20.2,31.7,10.0,,97.7,69.7,2011,August
KINGSTON CLIMATE,20.0,29.6,10.5,,79.7,68.2,2011,August
LYNDHURST SHAWMERE,20.5,30.0,9.5,0.0,74.6,54.7,2011,August
OMPAH-SEITZ,20.1,30.5,9.0,0.0,45.2,47.9,2011,August
OTTAWA CDA,20.7,30.4,10.0,0.0,77.2,84.8,2011,August
OTTAWA CDA RCS,20.2,30.1,9.8,,74.5,66.9,2011,August
OTTAWA MACDONALD-CARTIER INT'L  A,20.6,30.3,11.3,0.0,54.2,82.3,2011,August
PEMBROKE CLIMATE,18.8,30.9,6.8,,61.4,36.3,2011,August
PETAWAWA AWOS 2,18.8,31.0,6.4,,102.5,39.2,2011,August
RUSSELL,20.6,30.5,10.0,0.0,91.2,79.9,2011,August
PETAWAWA HOFFMAN,19.9,31.5,9.5,0.0,81.2,62.8,2011,August
BALACLAVA,,,,0.0,73.8,,2011,August
BALDWIN,19.6,29.0,6.5,0.0,97.2,50.9,2011,August
BEATRICE CLIMATE,17.6,28.6,4.8,,133.0,20.4,2011,August
CHATSWORTH,19.3,29.5,7.5,0.0,87.8,52.6,2011,August
COLDWATER WARMINSTER,20.2,28.0,10.0,0.0,107.0,71.3,2011,August
COLLINGWOOD,20.8,29.4,12.0,,64.5,88.2,2011,August
DUNCHURCH,19.0,30.0,4.5,0.0,101.0,27.6,2011,August
LAGOON CITY,20.5,27.4,12.1,,,80.1,2011,August
MARKDALE,19.5,29.0,7.5,0.0,41.5,49.3,2011,August
MIDLAND WATER POLLUTION CONTROL PLANT,20.7,29.0,12.0,0.0,42.5,49.8,2011,August
MUSKOKA,18.7,29.3,5.5,,79.7,38.0,2011,August
NIPISSING,,,,0.0,24.8,,2011,August
ORILLIA BRAIN,21.8,28.0,14.0,0.0,54.2,26.4,2011,August
PARRY SOUND CCG,20.7,29.8,10.5,,63.5,87.5,2011,August
PARRY SOUND HARBOUR,20.8,30.0,10.0,0.0,78.0,88.0,2011,August
PORT LAW,17.0,27.0,6.0,0.0,70.6,3.6,2011,August
PRICEVILLE,,,,0.0,61.0,,2011,August
RAVENSCLIFFE,19.5,31.0,5.5,0.0,125.8,42.1,2011,August
SHANTY BAY,20.3,29.0,9.5,0.0,71.9,74.2,2011,August
BARRIE-ORO,19.0,28.2,7.8,,81.0,47.2,2011,August
SPRUCEDALE,,,,0.0,163.2,,2011,August
THORNBURY 3,,,,0.0,105.9,,2011,August
UDORA,19.6,29.0,8.0,0.0,86.0,58.4,2011,August
WIARTON A,19.1,28.1,9.8,0.0,50.5,46.4,2011,August
BORDEN AWOS,19.4,31.0,7.0,,68.0,53.3,2011,August
EGBERT CS,19.3,28.8,8.7,,77.9,50.7,2011,August
GODERICH,19.6,27.7,10.2,,111.7,57.7,2011,August
KINCARDINE,21.2,30.0,12.0,0.0,27.4,74.4,2011,August
PETROLIA ROKEBY,20.9,30.5,9.5,0.0,94.2,92.5,2011,August
SARNIA,21.0,29.1,12.1,,97.7,94.3,2011,August
SARNIA CLIMATE,21.1,29.4,12.5,,75.3,95.9,2011,August
TOBERMORY RCS,18.6,26.6,10.1,,74.2,33.2,2011,August
WROXETER,,,,0.0,153.6,,2011,August
THEDFORD,20.9,30.0,11.5,0.0,130.8,90.8,2011,August
AMHERSTBURG,22.2,30.5,12.5,0.0,93.2,38.4,2011,August
CHATHAM WPCP,21.4,33.0,12.5,0.0,15.6,30.4,2011,August
DELHI CS,20.7,31.8,9.2,,130.6,84.2,2011,August
FORT ERIE,20.9,30.5,9.0,0.0,48.0,64.9,2011,August
GRIMSBY MOUNTAIN,22.1,31.7,11.4,0.0,97.8,126.3,2011,August
HARROW CDA AUTO,21.9,32.9,12.3,,107.4,120.8,2011,August
KINGSVILLE MOE,22.2,32.0,13.0,0.0,65.3,126.5,2011,August
LONG POINT (AUT),22.1,27.5,16.6,,,119.1,2011,August
NEW GLASGOW,20.9,30.0,11.0,0.0,117.0,90.4,2011,August
PORT COLBORNE,22.1,31.0,12.0,0.0,57.2,78.5,2011,August
PORT WELLER (AUT),22.7,30.6,14.5,,55.8,146.3,2011,August
RAINHAM CENTURY FARM,21.1,31.0,10.5,0.0,58.9,91.7,2011,August
RIDGETOWN RCS,20.3,29.9,8.4,,70.1,75.9,2011,August
ST THOMAS WPCP,20.8,30.5,12.0,0.0,72.8,46.2,2011,August
SOUTHEAST SHOAL (AUT),23.5,30.6,17.9,,,169.7,2011,August
TILLSONBURG NORTH,21.5,31.0,9.5,0.0,130.4,109.8,2011,August
TILLSONBURG MOE,,,,0.0,119.6,,2011,August
VINELAND,22.8,31.5,12.5,0.0,105.0,147.6,2011,August
VINELAND STATION RCS,21.8,32.2,12.4,,88.0,119.2,2011,August
WATERFORD,,,,0.0,82.2,,2011,August
WELLAND,21.8,32.0,9.0,0.0,36.0,70.4,2011,August
WELLAND-PELHAM,20.7,29.6,8.4,,44.1,88.8,2011,August
WINDSOR RIVERSIDE,23.1,33.5,13.0,0.0,75.1,159.5,2011,August
WINDSOR A,22.7,32.7,14.6,0.0,109.4,144.4,2011,August
PORT COLBORNE (AUT),21.5,29.9,13.6,,,94.5,2011,August
POINT PELEE CS,21.5,30.8,10.6,,,110.0,2011,August
BRANTFORD MOE,21.0,31.0,9.0,0.0,110.4,93.8,2011,August
DORCHESTER,,,,0.0,126.7,,2011,August
ELORA RCS,19.0,29.4,8.4,,158.6,47.5,2011,August
FERGUS SHAND DAM,19.9,29.0,10.0,0.0,125.1,66.1,2011,August
FERGUS MOE,19.6,30.0,9.5,0.0,145.6,59.3,2011,August
FOLDENS,21.4,30.0,10.5,0.0,73.7,107.2,2011,August
GLEN ALLAN,20.7,30.0,10.0,0.0,218.6,50.4,2011,August
GUELPH TURFGRASS,19.2,30.3,7.0,,,50.1,2011,August
JAMESTOWN,,,,0.0,144.3,,2011,August
KITCHENER/WATERLOO,19.7,30.8,8.0,,64.2,54.3,2011,August
LONDON CS,20.6,29.8,11.5,,122.3,82.9,2011,August
MOUNT FOREST (AUT),19.3,29.0,10.0,,69.9,53.3,2011,August
ROSEVILLE,20.3,30.0,9.0,0.0,77.9,75.6,2011,August
SCOTLAND,20.6,31.0,7.5,0.0,76.2,62.8,2011,August
STRATFORD MOE,20.1,29.0,10.0,0.0,46.7,53.2,2011,August
STRATHROY-MULLIFARRY,21.0,30.0,11.0,0.0,127.4,93.1,2011,August
WOODSTOCK,20.5,29.5,5.0,0.0,17.3,19.5,2011,August
BELLEVILLE,21.4,31.0,10.5,0.0,118.0,106.8,2011,August
BLACKSTOCK,19.6,29.0,8.5,0.0,189.5,58.3,2011,August
BLOOMFIELD,,,,0.0,95.0,,2011,August
BURLINGTON PIERS (AUT),21.8,31.2,14.7,,,118.4,2011,August
CENTREVILLE,20.0,30.5,9.0,0.0,44.4,67.6,2011,August
COBOURG (AUT),19.6,29.4,10.3,,138.6,57.5,2011,August
COBOURG STP,19.3,30.0,8.0,0.0,116.5,31.3,2011,August
GEORGETOWN WWTP,20.3,32.0,9.0,0.0,45.8,52.9,2011,August
HAMILTON A,20.6,31.0,9.0,0.0,77.8,83.2,2011,August
HAMILTON RBG CS,21.4,33.7,11.0,,46.8,106.4,2011,August
KALADAR,19.7,29.0,9.0,0.0,38.8,62.1,2011,August
OAKVILLE TWN,22.1,33.5,12.5,0.0,99.2,126.8,2011,August
ORANGEVILLE MOE,18.4,29.5,5.5,0.0,95.0,31.2,2011,August
OSHAWA,19.9,30.1,8.7,,53.6,51.0,2011,August
OSHAWA WPCP,20.5,31.0,9.0,0.0,120.2,80.5,2011,August
POINT PETRE (AUT),21.0,28.0,12.9,,64.8,91.6,2011,August
RICHMOND HILL,21.6,31.0,11.5,0.0,89.3,113.0,2011,August
STIRLING,,,,0.0,62.0,,2011,August
TORONTO CITY,22.5,32.4,13.2,,66.9,139.4,2011,August
TORONTO CITY CENTRE,21.6,32.2,14.5,,80.6,108.1,2011,August
TORONTO LESTER B. PEARSON INT'L A,21.9,32.3,11.4,0.0,72.2,122.2,2011,August
TORONTO EAST YORK DUSTAN,22.4,31.5,12.5,0.0,84.4,137.4,2011,August
TRENTON A,20.3,29.5,10.9,0.0,111.7,75.5,2011,August
WOOLER,20.0,29.5,8.5,0.0,143.6,67.5,2011,August
MOUNTAINVIEW,20.9,30.0,10.0,0.0,108.0,92.0,2011,August
TORONTO BUTTONVILLE A,21.3,31.7,11.2,0.0,79.9,101.9,2011,August
TORONTO NORTH YORK,21.5,31.0,10.0,0.0,114.0,108.4,2011,August
COE HILL,18.1,27.0,7.5,0.0,11.5,11.7,2011,August
HALIBURTON 3,18.4,28.0,6.0,0.0,78.6,32.8,2011,August
MINDEN,19.3,29.5,5.5,0.0,84.6,29.7,2011,August
PETERBOROUGH,19.1,28.3,7.5,,111.8,43.2,2011,August
PETERBOROUGH TRENT U,19.3,28.0,10.0,0.0,96.5,30.2,2011,August
PETERBOROUGH TRENT U,19.2,29.3,7.6,,95.0,46.9,2011,August
SONYA SUNDANCE MEADOWS,,,,0.0,98.0,,2011,August
TAPLEY,,,,0.0,152.3,,2011,August
BANCROFT AUTO,17.5,28.5,5.0,,61.1,17.7,2011,August
BIG TROUT LAKE READAC,14.9,29.0,-0.9,,90.0,17.4,2005,August
EAR FALLS (AUT),16.5,32.2,4.6,,66.4,26.2,2005,August
LANSDOWNE HOUSE (AUT),16.2,31.0,3.7,,77.3,25.6,2005,August
PEAWANUCK (AUT),14.3,28.0,2.2,,128.6,7.2,2005,August
PICKLE LAKE (AUT),16.9,33.4,4.1,,0.0,36.2,2005,August
PICKLE LAKE A,16.9,33.8,3.9,0.0,72.4,35.9,2005,August
RED LAKE A,16.8,32.2,3.3,0.0,89.3,34.0,2005,August
ATIKOKAN MARMION,,,,0.0,43.0,,2005,August
BARWICK,17.7,31.5,4.0,0.0,97.2,40.2,2005,August
ATIKOKAN (AUT),16.7,30.5,2.8,,55.3,28.0,2005,August
FORT FRANCES A,17.3,31.0,3.0,0.0,95.3,38.8,2005,August
MINE CENTRE,17.2,30.5,1.5,0.0,68.4,33.6,2005,August
DRYDEN 'A' (AUT),17.5,31.2,4.6,,44.5,39.7,2005,August
KENORA A,17.9,29.7,8.2,0.0,93.8,38.9,2005,August
SIOUX LOOKOUT A,17.5,32.9,4.0,0.0,56.7,42.2,2005,August
ARMSTRONG (AUT),15.9,32.8,-1.1,,,20.5,2005,August
CAMERON FALLS (AUT),17.9,32.0,4.7,,36.0,36.1,2005,August
CARIBOU ISLAND (AUT),10.3,14.7,5.8,,,0.0,2005,August
GERALDTON A,17.1,33.7,2.0,0.0,48.2,33.8,2005,August
FLINT,16.8,34.5,0.0,0.0,55.7,30.8,2005,August
PUKASKWA (AUT),17.7,27.8,7.4,,37.4,20.2,2005,August
TERRACE BAY A,16.8,28.6,2.5,0.0,42.0,17.2,2005,August
TERRACE BAY(AUT),16.2,28.2,2.6,,21.8,11.0,2005,August
THUNDER BAY AWOS,17.5,30.8,2.4,,40.5,29.6,2005,August
THUNDER BAY CS,17.5,30.7,2.7,,40.8,29.4,2005,August
TRANQUILLO RIDGE,17.7,35.4,2.4,0.0,60.7,38.2,2005,August
UPSALA (AUT),15.9,30.5,0.0,,38.6,24.5,2005,August
WELCOME ISLAND (AUT),18.0,26.8,9.7,,6.0,27.8,2005,August
WHITEFISH LAKE,16.3,34.0,0.5,0.0,88.0,29.0,2005,August
KATATOTA ISLAND (AUT),18.9,30.2,11.5,,37.8,45.4,2005,August
ELLIOT LAKE A,17.9,30.0,8.0,0.0,98.0,28.4,2005,August
SAULT STE MARIE A,18.5,32.1,6.1,,86.5,40.6,2005,August
WAWA (AUT),16.9,32.8,4.4,,0.0,19.1,2005,August
WAWA A,17.2,34.1,4.8,0.0,56.0,23.3,2005,August
KILLARNEY (AUT),19.4,27.7,12.0,,65.8,51.1,2005,August
CHAPLEAU A,17.5,33.6,4.1,0.0,61.8,32.9,2005,August
MASSEY,18.4,32.0,5.0,0.0,70.0,38.4,2005,August
MONETVILLE,19.3,32.5,6.0,0.0,124.4,57.5,2005,August
SUDBURY A,19.3,33.2,9.9,0.0,67.7,58.9,2005,August
BONNER LAKE,17.6,32.5,2.0,0.0,85.6,35.1,2005,August
EARLTON AWOS,17.9,31.2,4.9,,77.5,37.2,2005,August
KAPUSKASING A,17.7,33.1,3.4,0.0,54.1,35.9,2005,August
KAPUSKASING CDA ON,16.8,31.5,2.6,,65.4,26.1,2005,August
KIRKLAND LAKE CS,18.2,30.5,6.0,,67.8,40.3,2005,August
MOOSONEE UA,16.9,30.5,3.0,0.0,92.5,20.5,2005,August
MOOSONEE A,16.1,29.7,2.2,,90.5,19.8,2005,August
MOOSONEE RCS,16.3,30.3,3.4,,94.0,19.0,2005,August
NAGAGAMI (AUT),16.9,32.6,1.0,,38.4,27.3,2005,August
TIMMINS VICTOR POWER A,17.7,33.2,2.9,0.0,29.1,40.5,2005,August
ALGONQUIN PARK EAST GATE,17.6,33.6,2.0,,75.4,32.1,2005,August
CRYSTAL FALLS,,,,0.0,63.6,,2005,August
DWIGHT,18.5,31.0,5.5,0.0,92.8,40.6,2005,August
NORTH BAY A,19.5,31.8,9.4,0.0,104.0,66.5,2005,August
GORE BAY A,19.3,30.3,9.6,,89.5,49.9,2005,August
GORE BAY  AWOS,19.3,30.3,9.6,,93.0,49.9,2005,August
GREAT DUCK ISLAND (AUT),19.1,26.7,8.9,,0.0,29.3,2005,August
SANDFIELD,18.8,30.0,8.0,0.0,155.4,42.3,2005,August
ALEXANDRIA,20.3,32.7,5.3,,84.6,87.4,2005,August
ALFRED,19.4,31.0,6.6,,82.8,62.7,2005,August
APPLETON,21.2,34.5,6.0,0.0,63.0,111.4,2005,August
AVONMORE,20.8,32.5,5.0,0.0,113.8,100.5,2005,August
BROCKVILLE PCC,22.2,31.0,10.5,0.0,121.5,131.7,2005,August
CHALK RIVER AECL,20.8,34.0,9.0,0.0,67.5,95.7,2005,August
COMBERMERE,20.1,33.0,8.0,0.0,42.0,76.1,2005,August
CORNWALL,22.4,32.5,10.0,0.0,142.7,141.5,2005,August
CORNWALL,21.5,32.6,8.6,,113.0,116.6,2005,August
EGANVILLE 2,21.4,33.5,9.0,0.0,45.6,111.5,2005,August
DRUMMOND CENTRE,21.0,33.5,6.5,0.0,62.6,103.3,2005,August
GRENADIER ISLAND,22.0,30.5,11.6,,81.4,125.7,2005,August
HARTINGTON IHD,21.5,33.5,9.0,0.0,106.4,112.6,2005,August
KEMPTVILLE CS,20.8,32.7,7.1,,43.8,102.0,2005,August
KINGSTON PUMPING STATION,22.2,31.0,11.0,0.0,125.7,132.4,2005,August
LYNDHURST SHAWMERE,21.7,31.5,10.0,0.0,101.0,118.9,2005,August
MOOSE CREEK WELLS,19.2,32.6,3.2,,77.2,66.7,2005,August
MORRISBURG,21.0,31.5,7.0,0.0,149.0,106.2,2005,August
OAK VALLEY,21.1,32.0,7.0,0.0,101.0,106.5,2005,August
OMPAH,19.5,33.0,4.5,0.0,59.8,64.0,2005,August
OMPAH-SEITZ,20.9,33.0,7.0,0.0,47.4,100.8,2005,August
OTTAWA CDA,21.7,33.8,9.7,0.0,75.1,120.1,2005,August
OTTAWA CDA RCS,21.1,33.6,9.4,,67.8,107.0,2005,August
OTTAWA MACDONALD-CARTIER INT'L  A,21.5,33.9,10.3,0.0,82.2,115.4,2005,August
PETAWAWA A,20.1,35.5,6.0,,71.0,78.8,2005,August
RUSSELL,21.0,33.0,7.5,0.0,85.0,104.0,2005,August
ST. ALBERT,20.9,33.0,4.5,0.0,103.9,101.2,2005,August
WHITE LAKE FISH CULTURE STATION,,,,0.0,77.8,,2005,August
WINCHESTER,19.9,31.3,6.1,,27.4,63.3,2005,August
PETAWAWA HOFFMAN,20.9,35.0,6.5,0.0,65.9,102.9,2005,August
ALLISTON NELSON,21.3,33.0,10.0,0.0,66.8,104.6,2005,August
BALDWIN,19.8,32.0,6.5,0.0,77.8,68.1,2005,August
BARRIE WPCC,21.4,34.0,10.0,0.0,49.9,108.4,2005,August
BEATRICE 2,18.8,31.0,4.0,0.0,70.2,45.4,2005,August
BEAUSOLEIL,21.6,32.8,11.6,,68.7,113.6,2005,August
CHATSWORTH,19.9,32.0,6.0,0.0,128.4,71.4,2005,August
COLDWATER WARMINSTER,21.1,32.0,10.0,0.0,38.4,98.9,2005,August
COLLINGWOOD,21.3,33.5,12.3,,45.4,106.4,2005,August
COOKSTOWN,19.5,32.5,5.0,0.0,75.4,63.2,2005,August
DUNCHURCH,19.1,32.5,4.5,0.0,111.4,54.3,2005,August
HANOVER,19.8,31.0,5.5,0.0,111.7,67.3,2005,August
LAGOON CITY,20.6,29.8,10.3,,42.7,84.0,2005,August
MARKDALE,19.7,30.5,6.5,0.0,105.9,64.0,2005,August
MIDLAND WATER POLLUTION CONTROL PLANT,21.7,33.0,12.0,0.0,50.3,116.0,2005,August
MUSKOKA AWOS,19.5,31.6,5.9,,89.0,59.8,2005,August
ORILLIA BRAIN,21.3,33.0,10.5,0.0,55.0,104.7,2005,August
OWEN SOUND MOE,21.1,31.5,10.5,0.0,87.8,97.8,2005,August
PARRY SOUND CCG,21.5,30.7,10.5,,52.6,70.5,2005,August
PARRY SOUND HARBOUR,20.9,31.0,9.0,0.0,60.8,91.5,2005,August
PORT LAW,18.9,29.5,7.0,0.0,82.0,46.6,2005,August
POWASSAN,19.2,31.5,7.0,0.0,102.6,57.8,2005,August
PRICEVILLE,,,,0.0,98.0,,2005,August
SHANTY BAY,20.7,32.5,9.0,0.0,65.2,88.7,2005,August
BARRIE-ORO,19.2,31.8,6.7,,48.6,52.5,2005,August
SPRUCEDALE,,,,0.0,129.6,,2005,August
TROUT CREEK,,,,0.0,86.2,,2005,August
UDORA,20.4,33.0,8.0,0.0,63.5,81.4,2005,August
WALTERS FALLS,20.6,32.0,9.0,0.0,71.6,87.3,2005,August
WIARTON A,19.5,30.2,7.6,0.0,70.4,58.3,2005,August
WILDER LAKE,19.5,30.0,7.5,0.0,86.8,60.0,2005,August
BORDEN AWOS,20.1,33.5,6.3,,,73.5,2005,August
EGBERT CS,20.2,33.1,7.2,,57.2,75.4,2005,August
EGBERT CARE,20.5,33.0,7.0,0.0,56.7,85.1,2005,August
BLYTH,21.2,32.0,11.0,0.0,86.0,104.6,2005,August
CYPRUS LAKE CS,19.2,30.1,6.3,,154.0,48.1,2005,August
COVE ISLAND (AUT),20.5,26.3,7.8,,0.0,28.4,2005,August
EXETER,21.6,32.0,12.0,0.0,93.6,112.7,2005,August
GODERICH,20.1,29.6,10.1,,78.8,75.4,2005,August
NAIRN,21.1,33.0,7.0,0.0,66.4,101.0,2005,August
KINCARDINE,21.6,31.5,10.0,0.0,46.8,113.3,2005,August
PETROLIA ROKEBY,20.9,31.0,9.5,0.0,13.2,25.8,2005,August
SARNIA AIRPORT,21.8,32.6,10.1,0.0,62.9,107.9,2005,August
SOUTHAMPTON 2,20.9,32.0,9.5,0.0,104.4,92.3,2005,August
TARA,20.0,32.0,6.0,0.0,116.0,70.5,2005,August
WROXETER,,,,0.0,107.9,,2005,August
THEDFORD,21.9,33.0,9.0,0.0,88.6,122.4,2005,August
AMHERSTBURG,24.0,33.5,13.5,0.0,51.4,185.6,2005,August
CHATHAM WPCP,23.5,33.5,13.0,0.0,48.0,170.3,2005,August
DELHI CS,20.8,33.0,9.5,,103.6,93.9,2005,August
FORT ERIE,22.1,31.5,10.0,0.0,151.4,129.3,2005,August
GRIMSBY MOUNTAIN,21.5,25.0,18.0,0.0,1.5,3.5,2005,August
HARROW CDA AUTO,22.9,32.5,12.3,,53.8,152.7,2005,August
KINGSVILLE MOE,23.8,31.5,14.0,0.0,67.8,178.5,2005,August
NEW GLASGOW,22.1,32.0,11.0,0.0,57.0,127.5,2005,August
NIAGARA FALLS NPCSH,22.8,34.5,10.0,0.0,128.5,149.4,2005,August
PORT COLBORNE,22.9,30.0,12.5,0.0,162.3,151.5,2005,August
PORT WELLER (AUT),23.3,32.8,16.0,,108.8,165.7,2005,August
RIDGETOWN RCS,21.6,32.5,7.9,,40.4,118.5,2005,August
RIDGEVILLE,22.5,32.0,12.5,0.0,89.5,142.7,2005,August
ST CATHARINES POWER GLEN,22.7,33.0,10.5,0.0,50.6,141.5,2005,August
ST THOMAS WPCP,21.6,32.0,10.5,0.0,67.8,114.2,2005,August
SOUTHEAST SHOAL (AUT),24.4,29.8,17.5,,,198.2,2005,August
TILLSONBURG NORTH,21.8,32.5,10.0,0.0,102.8,119.0,2005,August
TILLSONBURG MOE,,,,0.0,108.8,,2005,August
VINELAND,23.5,34.0,14.0,0.0,100.8,171.2,2005,August
VINELAND STATION RCS,22.5,32.9,11.8,,95.0,139.8,2005,August
WATERFORD,,,,0.0,91.2,,2005,August
WELLAND,22.6,32.5,11.5,0.0,172.2,144.1,2005,August
WINDSOR RIVERSIDE,24.2,35.0,13.5,0.0,46.8,192.2,2005,August
WINDSOR A,24.0,33.6,13.9,0.0,50.2,185.5,2005,August
ERIEAU (AUT),22.8,28.4,14.2,,49.4,149.0,2005,August
POINT PELEE CS,22.1,31.5,12.6,,0.8,129.0,2005,August
BRANTFORD MOE,21.1,33.0,10.0,0.0,130.8,99.1,2005,August
CULLODEN EASEY,21.2,33.0,10.0,0.0,67.0,105.0,2005,August
DORCHESTER,,,,0.0,97.4,,2005,August
ELORA RCS,19.6,30.9,8.2,,80.6,58.5,2005,August
FERGUS SHAND DAM,20.5,31.0,10.5,0.0,80.2,82.5,2005,August
FERGUS MOE,20.1,31.0,9.0,0.0,104.0,71.6,2005,August
FOLDENS,21.6,33.0,10.5,0.0,91.0,67.7,2005,August
GLEN ALLAN,20.7,30.5,9.5,0.0,129.2,87.9,2005,August
LONDON CS,21.3,32.8,10.3,,71.8,106.3,2005,August
MOUNT FOREST (AUT),19.6,30.4,8.1,,111.8,62.1,2005,August
ROSEVILLE,20.5,31.0,9.0,0.0,72.9,82.8,2005,August
RUSKVIEW,20.1,30.0,9.5,0.0,63.8,72.0,2005,August
SALEM,22.0,30.5,10.5,0.0,7.0,44.3,2005,August
SCOTLAND,21.1,32.5,8.5,0.0,127.4,99.7,2005,August
STRATFORD MOE,20.8,33.0,8.5,0.0,111.1,94.1,2005,August
STRATHROY-MULLIFARRY,21.8,33.0,10.0,0.0,88.2,120.4,2005,August
REGION OF WATERLOO INT'L AIRPORT,19.8,31.2,7.3,,105.5,67.9,2005,August
WOODSTOCK,21.1,32.0,9.0,0.0,71.2,101.3,2005,August
ALBERTON,21.2,33.0,9.0,0.0,127.9,102.1,2005,August
AURORA NE,,,,0.0,75.0,,2005,August
BELLEVILLE,22.7,31.5,12.0,0.0,91.6,145.5,2005,August
BLACKSTOCK,20.4,32.0,8.0,0.0,82.9,82.6,2005,August
BLOOMFIELD,,,,0.0,104.0,,2005,August
BURLINGTON PIERS (AUT),22.9,32.2,14.6,,,151.8,2005,August
CALEDON NORTH,,,,0.0,147.6,,2005,August
CENTREVILLE,22.0,34.5,9.0,0.0,66.4,108.2,2005,August
COBOURG (AUT),20.8,28.2,11.9,,111.0,87.6,2005,August
COBOURG STP,21.1,31.0,11.0,0.0,108.6,97.8,2005,August
GEORGETOWN WWTP,20.9,34.0,8.0,0.0,84.7,96.3,2005,August
HAMILTON A,21.2,31.7,10.1,0.0,114.2,102.5,2005,August
HAMILTON RBG CS,21.7,32.8,9.9,,96.2,118.0,2005,August
JANETVILLE,20.4,32.0,7.5,0.0,65.8,82.3,2005,August
KALADAR,21.3,35.0,9.0,0.0,65.4,105.5,2005,August
MADOC,20.9,33.0,9.0,0.0,91.2,77.9,2005,August
MARSH HILL,20.9,33.0,9.0,0.0,52.8,94.5,2005,August
MILLGROVE,21.4,33.0,9.5,0.0,75.2,110.2,2005,August
ORANGEVILLE MOE,19.7,31.0,7.0,0.0,148.3,62.5,2005,August
WHITBY MUELLER,21.8,33.0,11.5,0.0,132.0,116.9,2005,August
OSHAWA WPCP,21.5,31.0,12.5,0.0,129.8,108.0,2005,August
OAKVILLE GERARD,22.8,33.9,12.2,0.0,88.3,148.9,2005,August
POINT PETRE (AUT),,,12.9,,56.6,,2005,August
PORT PERRY NONQUON,19.4,31.5,6.0,0.0,48.8,59.4,2005,August
RICHMOND HILL,22.0,34.0,12.0,0.0,132.8,126.2,2005,August
SANDHILL,,,,0.0,120.8,,2005,August
STIRLING,,,,0.0,68.1,,2005,August
THORNHILL GRANDVIEW,,,,0.0,252.4,,2005,August
TORONTO CITY,23.2,33.5,15.1,,86.8,159.7,2005,August
TORONTO BURNHAMTHORPE,,,,0.0,110.2,,2005,August
